 TICKER, CODE, EXCHANGE, NAME
FSV,FSV,TO,FirstService Corp
ALK,ALK,F,Alaska Air Group Inc
NWL,NWL,MU,NEWELL RUBBERMAID
NWL,NWL,F,Newell Brands Inc
SIGI,SV2,F,Selective Insurance Group Inc
LUMN,CTL,F,Creative Technology Ltd
AUY,YRI,TO,Yamana Gold Inc
STN,STN,TO,Stantec Inc
ONB,ON1,F,Old National Bancorp
POST,2PO,F,Post Holdings Inc
IONS,ISI,STU,Ionis Pharmaceuticals Inc
IONS,ISI,F,Ionis Pharmaceuticals Inc
IONS,ISI,MU,ISIS PHARMACEUTICAL
IONS,ISI,BE,ISIS PHARMACEUTICAL
BWXT,4BW,F,BWX Technologies Inc
ENSG,EGB,F,The Ensign Group Inc
THC,THC1,F,Tenet Healthcare Corporation
VAC,M8V,F,Marriott Vacations Worldwide Corporation
SMAR,3SE,F,SEPURA - Frankfurt Stock Exchang
WTFC,WTFCM,US,Wintrust Financial Corp Pref
WTFC,WTFCP,US,Wintrust Financial Corp
NCLH,1NC,F,Norwegian Cruise Line Holdings Ltd
KGC,K,TO,Kinross Gold Corp
GWRE,0GS,F,Guidewire Software Inc
RUN,3S9,BE,Sunrun Inc.
RUN,3S9,STU,SUNRUN (3S9.SG)
LHCG,LH6,F,LHC Group Inc
EXPO,EP5,F,Exponent Inc
HXL,HXL,F,Hexcel Corporation
GIL,GIL,TO,Gildan Activewear Inc.
GIL,GIL,F,DMG MORI AKTIENGESELLSCHAFT
ORA,HNM,XETRA,Ormat Technologies Inc
ORA,HNM,F,Ormat Technologies Inc
BPOP,PP4A,F,Popular Inc
THG,AF4,F,The Hanover Insurance Group Inc
THG,THGA,US,The Hanover Insurance Group Inc. SUB DB 6.35%53
NJR,NJR,F,New Japan Radio Co. Ltd
TSEM,TSEM,TA,Tower Semiconductor Ltd
CC,2CU,XETRA,Chemours Company
CC,2CU,F,Chemours Co
IPGP,0J86,LSE,IPG Photonics Corporation
IPGP,IPGP,MU,FID AUSTRALIA AC
IPGP,IPGP,BE,FID AUSTRALIA AC
AXS,AXS,F,ABAXIS
MSM,98M,F,MSC Industrial Direct Co. Inc
RHP,4RH,F,Ryman Hospitality Properties Inc
PVH,PVH,F,PVH Corp
AMN,AHS,F,Admiralty Resources NL
MMS,MMS,F,MAXIMUS - Frankfurt Stock Exchang
AQN,AQN,TO,Algonquin Power & Utilities Corp
AQN,AQNA,US,Algonquin Power Utilities Corp
AQN,AQNB,US,Algonquin Power Utilities Corp
MTSI,1MA,F,MACOM Technology Solutions Holdings Inc
SEB,S0V,F,Seaboard Corporation
FIZZ,20V,F,National Beverage Corp
SJI,J4S,F,South Jersey Industries Inc
SJI,SJIJ,US,South Jersey Industries Inc
SJI,SJIU,US,South Jersey Industries Inc. CORP UNITS
SMCI,MS5,BE,SUPER MICRO COMPUT
SMCI,MS5,F,Super Micro Computer Inc
BIPC,BIPC,TO,Brookfield Infrastructure Corp
NSP,ASF,F,Insperity Inc
NTRA,45E,F,Natera Inc
UAA,UA,US,Under Armour Inc C
CYTK,KK3A,F,Cytokinetics Incorporated
CYTK,KK3A,MU,CYTOKINETICS
ALKS,8AK,MU,ALKERMES
ALKS,8AK,STU,ALKERMES (8AK.SG)
LEG,LEG,F,LEG Immobilien SE
ARWR,HDP1,MU,ARROWHEAD RESEARCH
ARWR,HDP1,F,Arrowhead Pharmaceuticals Inc
ARWR,HDP1,BE,ARROWHEAD RESEARCH
QLYS,3L7A,F,Qualys Inc
AL,AVLA,F,Air Lease Corporation
TNET,TN3,F,TRINET GROUP INC
MAN,MAN,F,MAN SE
HWC,HH1,F,Hancock Whitney Corporation
HWC,HWCPL,US,Hancock Whitney Corporation 5.95% SUB NT 45
HWC,HWCPZ,US,HWCPZ
SLM,SLMBP,US,SLM Corp Pb Pref
SWX,SWX,F,STEWART ENTERPR-A - Frankfurt Stock Exchang
FIX,9CF,F,Comfort Systems USA Inc
GPS,GPS,F,GAP - Frankfurt Stock Exchang
GPS,GPSI34,SA,The Gap Inc
ESGR,ESGRO,US,Enstar Group Limited
ESGR,ESGRP,US,Enstar Group Ltd Pref Series D
TEO,TECO2,BA,Telecom Argentina
OGS,OG9,F,ONE Gas Inc
ASGN,OA2,F,ASGN Incorporated
UMBF,UMB,F,UMB Financial Corporation
AAON,AAO,STU,AAON INC
ABG,AWG,F,Asbury Automotive Group Inc
AGI,AGI,TO,Alamos Gold Inc
CIGI,CIGI,TO,Colliers International Group Inc Bats
CPG,016,F,Crescent Point Energy Corp.
CPG,CPG,TO,Crescent Point Energy Corp.
ERF,E17,F,Enerplus Corporation
ERF,ERF,TO,Enerplus Corporation
LYFT,LY0,XETRA,LYFT Inc
JHG,0RPW,LSE,Janus Henderson Group plc
JHG,JHG,AU,Janus Henderson Group PLC DRC
ATI,ATI,F,Allegheny Technologies Incorporated
XPO,UX2A,F,XPO Logistics Inc
MAXR,MAXR,TO,Maxar Technologies Inc
FOXF,FF0,F,Fox Factory Holding Corp
ALSN,1A7,F,Allison Transmission Holdings Inc
BTG,BTO,TO,B2Gold Corp
MANU,MUF,F,Manchester United Ltd
NEWR,2NR,F,New Relic Inc
WHD,43C,F,CARDTRONICS - Frankfurt Stock Exchang
AVT,AVT,F,AviChina Industry & Technology Company Limited
AVT,AVT,MU,AVICHINA IND -H-
AVT,AVT,BE,AVICHINA IND -H-
HHC,HHE,F,The Howard Hughes Corporation
CBT,CBT,F,Cabot Corporation
ZD,JXC1,F,J2 Global Inc
ZD,JXC1,MU,J2 GLOBAL
ZD,JXC1,STU,J2 GLOBAL (JXC1.SG)
ALE,AEBA,F,ALLETE Inc
KOF,KOFUBL,MX,Coca-Cola FEMSA S.A.B. de C.V
UCBI,UCBIO,US,United Community Banks Inc
UCBI,UCBN,F,United Community Banks Inc
LPL,034220,KO,LG Display
AWR,FDK,F,American States Water Company
SFM,1FA,BE,SPROUTS FARMERS MKT
SFM,1FA,MU,SPROUTS FARMERS MKT
SFM,1FA,F,Sprouts Farmers Market Inc
AYX,3AI,F,Alteryx Inc
PAAS,PAA,F,PARTNERRE - Frankfurt Stock Exchang
PAAS,PAAS,TO,Pan American Silver Corp
ENV,30E,F,Envestnet Inc
NWE,NWZA,F,NorthWestern Corporation
GEF,GEFB,US,GEFB
SEAS,W2L,F,SeaWorld Entertainment Inc
CWT,CWT,F,Curtiss-Wright Corporation
ONTO,NNM,F,Onto Innovation Inc
RNG,3RCA,F,Ringcentral Inc
TMHC,THM,F,Taylor Morn Home
AVA,AVA,F,Ascopiave S.p.A.
SANM,SAYN,MU,SANMINA CORP. NEW DL-01
SANM,SAYN,BE,SANMINA
SANM,SAYN,F,Sanmina Corporation
SANM,SAYN,STU,SANMINA (SAYN.SG)
STNG,SBBA,US,SBBA
BMI,33B,F,Badger Meter Inc
TGS,TGSU2,BA,Transportadora de Gas del Sur SA B
AMBA,A8B,BE,AMBARELLA
CVI,FL9,F,CVR Energy Inc
CNS,FG9,F,Cohen & Steers Inc
PAM,PAMP,BA,Pampa Energia SA
IPAR,JF1,F,Inter Parfums Inc
PRTA,0PT,F,Prothena Corporation plc
SPR,SPR,F,Axel Springer SE
SXT,SXT,F,SINGHAIYI GRP - Frankfurt Stock Exchang
NTCO,NTCO3,SA,Natura &Co Holding S.A
TCBI,TCBIL,US,Texas Capital Bancshares Inc
TCBI,TCBIP,US,Texas Capital Bancshares Inc
TR,TZ3,F,Tootsie Roll Industries Inc
OFC,WX7,F,Corporate Office Properties Trust
SPXC,SPW,F,SPX Corporation
RUSHA,RUSHB,US,Rush Enterprises B Inc
FOCS,2JE,F,Focus Financial Partners Inc
KOS,KOS,LSE,Kosmos Energy Ltd
VET,CVZ,F,Vermilion Energy Inc
VET,VET,TO,Vermilion Energy Inc.
MAIN,13M,F,Main Street Capital Corporation
GT,GT,BE,GOODYEAR T & RUBBER
GT,GT,STU,GOODYEAR T & RUBBER (GTR.SG)
GT,GT,F,GOODYEAR T & RUBBER - Frankfurt Stock Exchang
ISEE,O2T,F,IVERIC bio Inc
ISEE,O2T,BE,OPHTHOTECH
PSEC,PBB,US,Prospect Capital Corporation NT 061524
PSEC,PBC,US,Prospect Capital Corporation 6.875% Notes due 2029
PSEC,PBY,US,Prospect Capital Corp ELKS
THS,THS,F,TheStreet Inc
PI,27J,F,Impinj Inc
KBH,KBH,F,KB Home
BCC,BC0,F,Boise Cascade Company
AMED,AMED,F,Amundi Index Solutions - Amundi ETF MSCI EMU ESG Leaders Select
SMG,SMG,F,Magnachip Semiconductor Corporation
PTCT,P91,F,PTC Therapeutics Inc
HCM,HCM,LSE,HUTCHMED China Ltd
MEOH,MX,TO,Methanex Corporation
PTON,2ON,F,Peloton Interactive Inc
MXL,JMX,F,MaxLinear Inc
AUB,AUBAP,US,Atlantic Union Bankshares Corporation
VRNS,VS2,F,Varonis Systems Inc
UGP,UGPA3,SA,Ultrapar Participações S.A
BPMC,2L9,F,Blueprint Medicines Corp
CCU,CCU,SN,Compania Cervecerias Unidas SA
LAC,LAC,TO,Lithium Americas Corp
LAC,WUC1,F,Lithium Americas Corp
ACAD,DR6,F,ACADIA Pharmaceuticals Inc
MRTX,26M,F,Mirati Ther
TRIP,T6A,F,TripAdvisor Inc
TRIP,T6A,XETRA,TripAdvisor Inc
BCO,BCO,F,The Boeing Company
PRMW,GC6,F,Primo Water Corp
PRMW,PRMW,TO,Primo Water Corp
FRPT,7FP,F,Freshpet Inc
MAC,M6G,F,The Macerich Company
TAC,TA,TO,TransAlta Corp
TAC,TZ1,F,TransAlta Corporation
TRN,TTA,F,Trinity Industries Inc
TRMD,TRMDA,CO,Torm PLC A
NOG,NOG,F,NORICUM GOLD  - Frankfurt Stock Exchang
MATX,68M,F,MATSON INC
VIAV,UNS1,BE,JDS UNIPHASE
VIAV,UNS1,STU,VIAVI SOLUTIONS (UNS1.SG)
VIAV,UNS1,F,Viavi Solutions Inc
VIAV,UNS1,MU,JDS UNIPHASE
NVMI,NVMI,TA,Nova Ltd
BRC,BRC,F,Brembo SpA
APAM,AP0,F,Artisan Partners Asset Management Inc
TV,TLEVISACPO,MX,Grupo Televisa S.A.B
TV,TVY,F,Tivoly
MGPI,M1I,STU,MGP Ingredients Inc
PIPR,PJR,F,Piper Sandler Companies
AX,AXO,US,Axos Financial Inc
ABR,ABR,F,Barrick Gold Corporation
BHC,BHC,TO,Bausch Health Companies Inc
BHC,BVF,F,Bausch Health Companies Inc
GBDC,OGL,F,Golub Capital BDC Inc
JOE,JOE,F,St Joe Company
ROG,RG6,F,Rogers Corporation
SAGE,SG7,F,Sage Therapeutics Inc
NAVI,10D,F,Navient Corp
NAVI,JSM,US,Navient Corporation SR NT 6% 121543
WSBC,WSBCP,US,WesBanco Inc
AG,FR,TO,First Majestic Silver Corp
DAN,4DH,F,Dana Inc
THRM,QA4A,F,Gentherm Incorporated
THRM,QA4A,BE,GENTHERM
LGIH,LG1,F,LGI Homes Inc
KW,13K,F,Kennedy-Wilson Holdings Inc
AVAV,JPX,F,AeroVironment Inc
AVAV,JPX,STU,AEROVIRONMENT (JPX.SG)
AVAV,JPX,BE,AEROVIRONMENT
SAVE,S64,F,Spirit Airlines Inc
CPK,CPK,F,Capcom Co. Ltd
NUVA,NK8,STU,NuVasive Inc. (NK8.SG)
NUVA,NK8,F,NuVasive Inc
TROX,T5X,F,TAL INTERNATIONAL
NXE,NXE,TO,NexGen Energy Ltd.
ITCB,ITAUCORP,SN,Itau CorpBanca
JBLU,JBLU,MX,JetBlue Airways Corporation
NUS,NUS,F,Nu Skin Enterprises Inc
AMC,AH9,F,AMC Entertainment Holdings Inc
NOVA,7SE,F,Sino Gas & Energy Holdings Limited
GKOS,6GJ,F,Glaukos Corporation
ERJ,EMBR3,SA,Embraer S.A
NG,NG,TO,NovaGold Resources Inc
NG,NGR,F,NovaGold Resources Inc
HTLF,HTLFP,US,Heartland Financial USA Inc
SBLK,SBLKZ,US,Star Bulk Carriers Corp. 8.30% SR NT 22
CENT,CENTA,US,Central Garden & Pet Company A
CENT,GP7,F,Central Garden & Pet Company
CSIQ,L5A,F,Canadian Solar Inc
CSIQ,L5A,BE,CANADIAN SOLAR
CSIQ,L5A,MU,CANADIAN SOLAR
CSIQ,L5A,STU,CANADIAN SOLAR (L5A.SG)
STRA,SQE,BE,STRAYER EDUCATION
STRA,SQE,F,Strategic Education Inc
SUPN,S49,F,Supernus Pharmaceuticals Inc
SUPN,S49,STU,Singapore Reinsurance Corporation Limited
RES,RES,F,CLAUDE RESOURCES - Frankfurt Stock Exchang
YELP,Y9L,F,Yelp Inc
IRWD,I76,F,Ironwood Pharmaceuticals Inc
ATSG,ATSG,MX,Air Transport Services Group Inc
GOGO,G0G,F,Gogo Inc
GOGO,G0G,STU,GOGO  (G0G.SG)
MCY,MCY,F,Mercury Systems Inc
MCY,MCY,MU,MERCURY SYSTEM
BB,BB,TO,BlackBerry Ltd
BB,RIM,F,Richmont Mines Inc
SSTK,S3T,F,SHUTTERSTOCK - Frankfurt Stock Exchang
GOOS,GOOS,TO,Canada Goose Holdings Inc
VGR,VGR,F,Vector Group Ltd
INSW,IS5,F,INTEGR SILICON SOL - Frankfurt Stock Exchang
VRNA,VRP,LSE,Verona Pharma plc
USM,UZA,US,United States Cellular Corporation CALL SR NT 60
USM,UZB,US,United States Cellular Corporation SR NT 120163
USM,UZC,US,United States Cellular Corporation SR NT 64
USM,UZD,US,UZD
HLIO,SH7,BE,SUN HYDRAULICS
NWBI,NHS,F,Northwest Bancshares Inc
BLMN,BOO,F,Bloomin' Brands Inc
OII,OII,F,Oceaneering International Inc
NMIH,6NM,F,NMI Holdings Inc
ARCO,AD8,F,Arcos Dorados Holdings Inc
HTGC,HCXY,US,Hercules Capital Inc
HTGC,HCXZ,US,Hercules Capital Inc
FLNG,FLNG,OL,FLEX LNG Ltd
ARCB,AQY,F,ArcBest Corporation
INT,WFK,F,World Fuel Services Corporation
CMP,CM8,F,Compass Minerals International Inc
RFP,7AB1,F,Resolute Forest Products Inc
RFP,RFP,TO,Resolute Forest Products Inc
TGTX,NKB2,F,TG Therapeutics Inc
VCYT,12V,F,Veracyte Inc
LILA,LILAK,US,Liberty Latin America Ltd Class C
CEPU,CEPU,BA,Central Puerto S.A.
TLRY,2HQ,XETRA,Tilray Inc
SAND,AYS1,F,Sandstorm Gold Ltd
SAND,SSL,TO,Sandstorm Gold Ltd N
MAG,MAG,TO,MAG Silver Corp
MYRG,MYP,F,MYR Group Inc
XNCR,XE9,F,Xencor Inc
XNCR,XE9,MU,XENCOR
XNCR,XE9,STU,XENCOR (XE9.SG)
QTWO,0Q2,F,Q2 Holdings
MODN,2MD,F,Model N Inc
APPS,4MD,F,Digital Turbine Inc
OMI,6OM,F,Owens & Minor Inc
TGH,TGH,F,Logwin AG
LTC,LTC,F,LINEAR TECHNOLOGY - Frankfurt Stock Exchang
LTC,LTC,MU,LINEAR TECHNOLOGY
DHT,D8EN,F,DHT Holdings Inc
JACK,JBX,BE,JACK IN THE BOX
JACK,JBX,STU,JACK IN THE BOX (JBX.SG)
JACK,JBX,F,Jack in the Box Inc
JACK,JBX,MU,JACK IN THE BOX
PARR,61P,F,Par Pacific Holdings Inc
KAR,XKR,F,KAR Auction Services Inc
AROC,54E,F,Archrock Inc
BLDP,BLD,F,Ballard Power Systems Inc
BLDP,BLDP,TO,Ballard Power Systems Inc
CLS,CLS,TO,Celestica Inc.
MNKD,NNFN,F,MannKind Corporation
VSTO,5VO,F,Vista Outdoor Inc
AKR,WX1,F,Acadia Realty Trust
ALEX,ABU,F,Alexander & Baldwin Inc
PTNR,PTNR,TA,Partner
HBM,HBM,F,HORNBACH Baumarkt AG
HBM,HBM,TO,HudBay Minerals Inc
FCF,FCF,F,First Commonwealth Financial
UVV,UVV,F,Universal Corporation
LADR,LD1A,F,Ladder Capital Corp
NXGN,QY1,F,NextGen Healthcare Inc
NXGN,QY1,BE,QUALITY SYSTEMS
SFL,UG6,F,SFL Corporation Ltd
MHO,4MI,F,M/I Homes Inc
CTS,CTS,F,AVIC International Holdings Limited
OCFC,OCFCP,US,OceanFirst Financial Corp
FDP,FDP,F,FRESH DEL MONTE - Frankfurt Stock Exchang
DCOM,DCOMP,US,Dime Community Bancshares Inc PR
SXI,9SI,F,Silver Spring Networks Inc
IAG,IMG,TO,IAMGold Corporation
VCEL,ATQP,BE,VERICEL
VCEL,ATQP,MU,VERICEL
VCEL,ATQP,F,Vericel Corporation
VCEL,ATQP,STU,VERICEL (ATQP.SG)
AGM,AGMA,US,Federal Agricultural Mortgage Corp
NEO,NG9,F,NeoGenomics Inc
BORR,BDRILL,OL,Borr Drilling Limited
SWIR,SW,TO,Sierra Wireless Inc.
CGC,11L1,F,Canopy Growth Corp
CGC,WEED,TO,Canopy Growth Corp
PERI,IW2,F,Perion Network
PERI,IW2,STU,PERION NETWORK (IW2.SG)
PERI,PERI,TA,Perion Network
ALX,ALX,F,Alexanderwerk Aktiengesellschaft
ANF,ANF,F,ABERCROMBIE FTCH-A - Frankfurt Stock Exchang
FORTY,FORTY,TA,Formula
GRBK,2G1,F,Green Brick Partners Inc
PMT,8PM,F,PennyMac Mortgage Investment Trust
FCEL,FEY2,F,FuelCell Energy Inc
LXU,LXU,F,Tongaat Hulett Limited
SSP,SQ6B,F,E. W. Scripps Co Class A
FSM,FVI,TO,Fortuna Silver Mines Inc
FSM,FVI,F,Fortuna Silver Mines Inc
COWN,COWNL,US,Cowen Group Inc
COWN,COWNZ,US,Cowen Inc. 7.35% SR NT 27
PGTI,P9I,F,PGT Innovations Inc
SPTN,SRJ,F,SpartanNash Company
SPTN,SRJ,BE,SPARTAN STORES 
SPTN,SRJ,STU,SPARTANNASH (SRJ.SG)
FVRR,11V,F,Fiverr International Ltd
RDNT,PQIA,F,RadNet Inc
MGI,9M1N,F,Moneygram Int
MGI,9M1N,STU,MONEYGRAM INTER (9M1N.SG)
MBIN,MBINO,US,Merchants Bancorp
MBIN,MBINP,US,Merchants Bancorp PR
MOD,MMF,F,Modine Manufacturing Company
GTN,GTNA,US,Gray Television Inc
BLU,BLU,TO,BELLUS Health Inc.
SPNS,SPNS,TA,Sapiens International Corporation NV
MFA,MFO,US,MFA Financial Inc. SR NT 42
SA,SEA,TO,Seabridge Gold Inc.
SA,SEA,F,STELLA ENTERTAINM - Frankfurt Stock Exchang
DIN,IHP,F,Dine Brands Global Inc
AMSF,A3I,F,AMERISAFE Inc
EQX,EQX,TO,Equinox Gold Corp
FSLY,2Y7,F,Fastly Inc
MRC,37M,F,MRC Global Inc
CAMT,CAMT,TA,Camtek Ltd
NYMT,NYMTM,US,New York Mortgage Trust Inc PR
NYMT,NYMTN,US,New York Mortgage Trust Inc Pref
NYMT,NYMTO,US,New York Mortgage Trust Inc
NYMT,NYMTP,US,New York Mortgage Trust Inc
TWI,TWI,F,Tower International Inc
CDE,CDE,XETRA,City Developments Ltd
CDE,CDE,F,Coeur Mining Inc
SLCA,USI,F,U.S. Silica Holdings Inc
CLB,CLB,AS,Core Laboratories NV
DNN,DML,TO,Denison Mines Corp
CUBI,CUBB,US,Customers Bancorp Inc
INVA,HVE,MU,THERAVANCE
INVA,HVE,BE,THERAVANCE
INVA,HVE,F,THERAVANCE - Frankfurt Stock Exchang
AMTB,AMTBB,US,Amerant Bancorp Inc
GPRK,GPK,F,GOLDEN OCEAN - Frankfurt Stock Exchang
TITN,3TY,F,Titan Machinery Inc
CNDT,4C0,F,CROCOTTA ENERGY - Frankfurt Stock Exchang
SILV,SIL,TO,SilverCrest Metals Inc
HIBB,HB6,F,Hibbett Inc
RICK,RIK,F,RCI Hospitality Holdings Inc
CUTR,TJ9,BE,CUTERA
ZUO,2ZU,F,Zuora Inc
CBD,PCAR3,SA,Companhia Brasileira de Distribuição
NVAX,NVV1,F,Novavax Inc
AMWD,AHQ,F,American Woodmark Corporation
IMAX,IMX,F,Intime Retail (Group) Co Ltd
NEXA,NEXA,TO,Nexa Resources S.A
MGIC,MGIC,TA,Magic Software Enterprises Ltd
IMOS,8150,TW,ChipMOS Technologies
SSYS,SCY,BE,STRATASYS LTD
AMBC,FGPN,F,Ambac Financial Group Inc
LPG,0DA,F,Dorian LPG Ltd
UBP,UBA,US,Urstadt Biddle Properties Inc
ASPN,AP1,F,Aspen Aerogels Inc
BYND,0Q3,XETRA,Beyond Meat Inc
GOOD,GOODM,US,Gladstone Commercial Corporation
GOOD,GOODN,US,Gladstone Commercial Corp Pref
DLX,DLX,F,Delignit AG
AZUL,AZUL4,SA,Azul S.A
SXC,S01,F,SunCoke Energy Inc
TRST,TC5,F,TrustCo Bank Corp NY
MBI,MBI,F,Mitsubishi Corporation
ALLK,37Z,STU,INTELIQUENT (37Z.SG)
ALLK,37Z,F,INTELIQUENT - Frankfurt Stock Exchang
ALLK,37Z,BE,INTELIQUENT
MMX,MMX,TO,Maverix Metals Inc
HSKA,HSKN,F,Heska Corporation
TGI,TGI,F,TETRA Technologies Inc
STAR,SFI,F,ShiFang Holding Limited
AMCX,9AC,F,AMC Networks Inc
OPI,OPINI,US,Office Properties Income Trust
OPI,OPINL,US,Office Properties Income Trust
TA,TANNI,US,TravelCenters of America LLC SR NT 8.25%2028
TA,TANNL,US,TravelCenters of America LLC SR NT
TA,TANNZ,US,TravelCenters of America LLC 8% SR NT 2030
EDN,EDN,BA,Empresa Distribuidora y Comercializadora Norte S.A.
AVD,AVD,F,American Vanguard Corporation
AVD,AVD,BE,Avid Technology Inc
KELYA,KELYB,US,Kelly Services B Inc
NAT,B3O,F,Nordic American Tankers Limited
LAND,LANDP,US,Gladstone Land Corporation
EXK,EDR,TO,Endeavour Silver Corp.
EXK,EJD,F,Endeavour Silver Corp
BLX,BLX,F,Black Box Corporation
GSL,GSLD,US,GSLD
AUPH,AUP,TO,Aurinia Pharmaceuticals Inc
DX,DYT1,F,Dynex Capital Inc
CEVA,PVJA,STU,CEVA (PVJA.SG)
CEVA,PVJA,F,CEVA Inc
GCO,GN8,F,Genesco Inc
EBS,ER4,F,Emergent BioSolutions Inc
TILE,IF6N,F,Interface Inc
TILE,IF6N,BE,INTERFACE
SNBR,SL2,F,Sleep Number Corp
AUDC,AUDC,TA,AudioCodes Ltd
BLUE,BLE,F,bluebird bio Inc
CSWC,CSWCL,US,Capital Southwest Corporation 5.95% NT 22
ACCO,A3B,F,ACCO Brands Corporation
HA,1HW,F,Hawaiian Holdings Inc
DXPE,DX7,F,DXP Enterprises Inc
SVM,S9Y,F,Silvercorp Metals Inc
SVM,SVM,TO,Silvercorp Metals Inc
MOV,MV4,F,Movado Group Inc
AMRS,3A01,F,Amyris Inc
ICPT,I4P,F,Intercept Pharmaceuticals Inc
BKD,B7S,F,Brookdale Senior Living Inc
PFLT,PFLT,TA,PennantPark Floating Rate Capital Ltd
CCNE,CCNEP,US,CNB Financial Corporation
ASC,A61,F,Ardmore Shipping Corporation
SCU,35OB,F,Sculptor Capital Management Inc
DOMO,1ON,F,Domo Inc
DGICA,DGICB,US,Donegal Group B Inc
SENEA,SENEB,US,Seneca Foods Corp B
OIS,OIS,F,Oil Search Limited
ORMP,OJU1,STU,ORAMED (OJU1.SG)
FDUS,FDUSG,US,FDUSG
FDUS,FDUSL,US,FDUSL
FDUS,FDUSZ,US,Fidus Investment Corporation - 6% Notes due 2024
VTNR,5VE,F,Vertex Energy Inc
RBBN,NU42,F,Ribbon Communications Inc
ESPR,0ET,F,Esperion Therapeutics Inc
HDSN,HT4,F,Hudson Technologies Inc
INGN,6IO,F,Inogen Inc
TTI,TTI,F,Tom Tailor Holding SE
NVTA,IV8,F,Invitae Corporation
BIG,4B3,F,Big Lots Inc
GAIN,GAINL,US,Gladstone Investment Corporation
GAIN,GAINM,US,Gladstone Investment Corporation
HY,HYEA,F,Hyster-Yale Materials Handling Inc
CVEO,44C,F,Civeo Corporation
DXLG,DE2A,F,Destination XL Group Inc
REI,KWE1,F,Ring Energy Inc
TGB,TKO,TO,Taseko Mines Ltd
VERU,FMW,BE,FEMALE HEALTH
VNDA,VM4,F,Vanda Pharmaceuticals Inc
VNDA,VM4,STU,VANDA PHARMA (VM4.SG)
HROW,3IP,F,IPC HOSPITALIST - Frankfurt Stock Exchang
BELFA,BELFB,US,Bel Fuse B Inc
SRNE,8STN,F,Sorrento Therapeutics Inc
NEWT,NEWTI,US,Newtek Business Services Corp
NEWT,NEWTL,US,Newtek Business Services Corp
GLDD,5GL,F,Great Lakes Dredge & Dock
NR,NRA,F,NRG Energy Inc
MVIS,MVIN,MU,MICROVISION
MVIS,MVIN,F,MicroVision Inc
MVIS,MVIN,STU,MICROVISION (MVIN.SG)
BOOM,DM5,F,DYNAMIC MATERIALS - Frankfurt Stock Exchang
PNNT,12P,F,PennantPark Investment Corporation
PNNT,PNNTG,US,PNNTG
LOCO,EP6,F,El Pollo Loco Holdings Inc
INO,GBMB,F,Inovio Pharmaceuticals Inc
TCX,TC,TO,Tucows Inc.
KPTI,25K,F,Karyopharm Therapeutics Inc
TPVG,TPVY,US,TriplePoint Venture Growth BDC Corp
NOA,N5Z,F,North American Construction Group Ltd
NOA,NOA,TO,North American Construction Group Ltd
SUPV,SUPV,BA,Grupo Supervielle S.A. B
ABUS,I9DN,BE,TEKMIRA PHARM
BNFT,BTF,STU,BENEFITFOCUS (BTF.SG)
BBW,FPW,F,Build-A-Bear Workshop Inc
UIS,UIS,XETRA,Uranium Participation Corporation
GBLI,GBLIL,US,Global Indemnity Limited SUB NT 47
GLAD,GLADD,US,GLADD
GLAD,GLADL,US,GLADL
SFIX,SYJ,STU,SYJ
SFIX,SYJ,F,Stitch Fix Inc
DESP,D3G,F,DRESSER-RAND GRP - Frankfurt Stock Exchang
GILT,GILT,TA,Gilat Satellite Networks Ltd
UVE,5UI,F,Universal Insurance Holdings Inc
DBVT,DBV,F,DBV Technologies S.A
DBVT,DBV,PA,DBV Technologies
GWRS,GWR,TO,Global Water Resources Inc
HRZN,HTFA,US,Horizon Technology Finance Corporation 6.25% NT 22
SAR,SAF,US,SAFECO CORP
SAR,SAK,US,SAK
ATRA,AT2,F,Atara Biotherapeutics Inc
HRTX,AXD2,F,Heron Therapeutics Inc
EGAN,EGCA,F,EGAIN - Frankfurt Stock Exchang
VMD,VMD,TO,Viemed Healthcare Inc
GNE,6GE,F,Genie Energy Ltd
PKE,PKE,F,Park Aerospace Corp
MUX,MUX,TO,McEwen Mining Inc.
MUX,US8A,XETRA,Mcewen Mining Inc
MUX,US8A,F,McEwen Mining Inc
PLM,POM,TO,Polymet Mining Corp
WRN,31WN,F,Western Copper and Gold Corporation
WRN,WRN,TO,Western Copper and Gold Corp
WW,WW6,MU,WGHT WTCHER INTL
WW,WW6,STU,WGHT WTCHER INTL (WW6.SG)
WW,WW6,F,WW International Inc
WW,WW6,BE,WGHT WTCHER INTL
MYFW,33Q,F,Qunxing Paper Holdings Co Ltd
TREE,T77,BE,TREE.COM
PFMT,PF3,F,Performant Financial Corporation
FENC,FRX,TO,Fennec Pharmaceuticals Inc
EPM,EP7,BE,EVOLUTION PETE
EPM,EP7,F,Evolution Petroleum Corporation
OGI,0OG,F,OrganiGram Holdings Inc
OGI,OGI,TO,OrganiGram Holdings Inc
KBAL,KB1B,F,Kimball International Inc
ACB,21P1,F,Aurora Cannabis Inc
ACB,ACB,TO,Aurora Cannabis Inc
VUZI,V7XN,F,Vuzix Corporation
VUZI,V7XN,STU,VUZIX (V7XN.SG)
VUZI,V7XN,BE,Vuzix Corp
MPAA,54M,F,Motorcar Parts of America Inc
INBK,INBKL,US,First Internet Bancorp SB NT FXD FLG MA
INBK,INBKZ,US,INBKZ
QUAD,QGU,F,Quad/Graphics Inc
BCOV,2BV,F,Brightcove Inc
MTA,MTA,V,Metalla Royalty & Streaming Ltd
