 TICKER, NAME, TITLE, YEAR BORN
AMM,Dr. Gerald George Carlson P. Eng.,Advisor,1946
AMM,"Mr. Douglas John McDonald M.A.Sc., B.Com",Exec. VP,1968
AMM,"Dr. John Alan Thomas B.Sc, M.Sc., P.Eng.",VP of Project Devel.,1947
AND,Mr. Michael N. Andlauer,CEO & Director,1965
AND,"Mr. Peter  Bromley C.A., CPA",CFO & Corp. Sec.,1964
AND,Mr. Charles Robert Brogan,Pres of Specialty Solutions,1961
AND,Mr. Stephen  Barr,Pres of Transportation,1965
AND,Mr. Dean  Berg,Pres of Logistics,NA
ANRG,Dr. Andrew  Benedek,Exec. Chairman & CEO,NA
ANRG,Dr. Yaniv Dror Scherson Ph.D.,Chief Operating Officer,NA
ANRG,Mr. Hani  El-Kaissi,Chief Devel. Officer,NA
ANRG,Mr. Juan  Josse,Chief Engineer,NA
ANRG,Ms. Paula Eve Myson,Chief Financial Officer,NA
ANRG,Mr. Sasha Michael Rollings-Scattergood,VP of Technology,NA
ANRG,Mr. Thor  Erickson,Gen. Counsel,NA
ANRG,Ms. Melissa H. Bailey,Director of Marketing & Corp. Communications,NA
ANRG,Mr. Tim  Huang,Managing Director of Asia,NA
ANRG,Mr. Luca  Belli,Managing Director of EMEA,NA
AOI,"Mr. Keith C. Hill B.Sc., M.Sc., MBA","CEO, Pres & Non-Independent Director",1959
AOI,Mr. Pascal  Nicodeme,Chief Financial Officer,NA
AOI,Dr. Paul  Martinez,VP of Exploration,NA
AOI,Mr. Craig  Knight,Chief Operations Officer,NA
AOI,Ms. Rashida  McLean,Corp. Counsel & Corp. Sec.,NA
AOI,Mr. Bryan M. Benitz,Consultant,1934
AOI,Ms. Amy  Bowe,VP of ESG,NA
AOI,Mr. Kevin E. Hisko,Corp. Sec.,1958
AOI,Ms. Kylie  Litchfield,Group Financial Controller,NA
AOT,"Mr. Derek C. White B.A.Sc., C.A.",Pres & CEO,1963
AOT,Ms. Hong  Li CPA,Chief Financial Officer,NA
AOT,"Mr. John Gerard Kiernan B.Sc., M.B.A., MBA, P.Eng.",Chief Operating Officer,1960
AOT,Mr. David Rodger Stewart P.Eng.,VP of Corp. Devel. & Shareholder Communications,NA
AOT,Ms. Kristina  Howe,VP of Investor Relations,NA
AOT,Lawrence  Tsang,Sr. Geologist,NA
AOT,Mr. Lars  Beggerow,VP of Exploration,NA
AOT,Ms. Jody  Harris,Corp. Sec.,NA
AOT,"Mr. Robert John McLeod B.Sc., M.Sc., P.Geo, P.Geo.",Consultant,1971
AP-UN,Mr. Michael R. Emory,"Pres, CEO & Trustee",1956
AP-UN,"Ms. Cecilia Catalina Williams C.A., CPA",Exec. VP & CFO,1977
AP-UN,Mr. Thomas G. Burns,Exec. VP & COO,1956
AP-UN,Mr. Douglas  Riches,Exec. VP of Special Operations,1951
AP-UN,Mr. Hugh  Clark,Exec. VP of Devel.,1978
AP-UN,Ms. Nanthini  Mahalingam,Sr. VP of Fin. & Accounting,NA
AP-UN,Mr. Travis  Vokey,VP of Technology,NA
AP-UN,Ms. Anne E. Miatello,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
AP-UN,Mr. David  Doull,VP of Talent,NA
AP-UN,Mr. Sean Timothy Low,Sr. VP of Leasing,1964
APLI,"Dr. Donald D. Cilla Jr., M.B.A., Pharm.D., Pharmd","CEO, Pres & Director",NA
APLI,Mr. Kenneth G. Howling,Acting Chief Financial Officer,NA
APLI,"Dr. Yoav  Golan M.S., M.D., MS",Chief Medical Officer,1962
APR-UN,Mr. Milton Donald Lamb,"Pres, CEO & Director",1969
APR-UN,"Mr. Andrew Atul Kalra C.A., CPA, CPA, CA",CFO & Corp. Sec.,1969
APR-UN,Mr. Bruce  Wigle,"Managing Partner, Bay Street Communications",NA
APS,Dr. William G. Rice Ph.D.,"Chairman, Pres, CEO & Chief Accounting Officer",1959
APS,"Dr. Rafael  Bejar M.D., Ph.D.",Sr. VP & Chief Medical Officer,1972
APS,Ms. Janet  Clennett C.A.,VP of Fin.,NA
APS,Mr. Fletcher  Payne,Sr. VP & CFO,1963
APS,Mr. Roger  Davies B.Sc.,VP of Operations,NA
APS,Mr. Philippe  Ledru,Sr. VP & Chief Commercial Officer,NA
APY,Mr. Kevin  Flynn,CFO & Exec. Director,1980
APY,Mr. Marc Bishop Lafleche,CEO & Director,1984
APY,Mr. Nicholas  Slade,Head of Technical,NA
APY,Mr. Geoff  Callow,Head of Investor Relations,NA
APY,Alice  England,Gen. Counsel,NA
APY,Rachel  Dare,Head of Communications,NA
APY,Mr. Jason  Gray,Company Sec.,NA
AQN,Mr. Arun  Banskota,"Pres, CEO & Director",1961
AQN,Mr. Anthony  Johnston,Chief Operating Officer,NA
AQN,Ms. Jennifer  Tindale,Chief Legal Officer & Corp. Sec.,1972
AQN,Mr. Jeffery  Norman,Chief Devel. Officer,1969
AQN,Mr. Arthur  Kacprzak,Advisor,NA
AQN,Mr. Darren G. Myers,Chief Financial Officer,1974
AQN,Amelia  Tsang,VP of Investor Relations,NA
AQN,Ms. Mary Ellen Paravalos,Chief Compliance & Risk Officer,NA
AQN,Stephanie  Bose,Director of Corp. Communications,NA
AQN,Ms. Kirsten  Olsen,Chief HR Officer,NA
AR,Mr. David A. Ponczoch,CFO & Corp. Sec.,NA
AR,Mr. Lowe J. Billingsley,Chief Operating Officer,NA
AR,Mr. William Robert Rose,VP of Technical Services,NA
AR,Mr. Brian W. Arkell P.Geo.,VP of Exploration & Mine Technical Services,NA
ARE,Mr. Jean-Louis  Servranckx,"Pres, CEO & Director",1961
ARE,Mr. David  Smales,Exec. VP & CFO,1970
ARE,Mr. Steven N. Nackan,Exec. VP & Pres of Concessions,NA
ARE,Mr. Mark  Scherer,Exec. VP of Industrial & Chief Safety Officer,NA
ARE,"Mr. Adam  Borgatti C.F.A., CPIR",Sr. VP of Corp. Devel. & Investor Relations,NA
ARE,Ms. Gordana  Terkalas,Sr. VP of HR,NA
ARE,Mr. Mathew  Kattapuram,Sr. VP of Strategic Bus. Devel.,NA
ARE,Mr. John  Singleton,Sr. VP of Industrial East & West,NA
ARE,Mr. Alistair  MacCallum,Sr. VP of Fin.,NA
ARE,Mr. Blair  Brandon,Sr. VP of Major Projects - Civil West,NA
ARG,Dr. Klaus M. Zeitler,Exec. Chairman,1939
ARG,"Ms. Aurora G. Davidson B.Sc, CGA","Pres, CEO & Director",1968
ARG,"Ms. Carmen L. Amezquita Hernandez C.A., CPA",Chief Financial Officer,1983
ARG,Ms. Kimberly  Thomas,Corp. Sec.,NA
ARIS,"Mr. Jose Ignacio Noguera Gomez LLB, MBA",VP of Corp. Affairs & Sustainability,NA
ARIS,Mr. Neil  Woodyer FCA,CEO & Director,1943
ARIS,"Mr. Douglas John Bowlby C.F.A., CFA",Exec. VP & CFO,NA
ARIS,Mr. Richard  Thomas B.Sc.,Chief Operating Officer,NA
ARIS,"Ms. Meghan  Brown BA, M.B.A., MBA",VP of Investor Relations,NA
ARIS,Ms. Ashley  Baker L.L.B.,Gen. Counsel & Corp. Sec.,NA
ARIS,Mr. Tyron  Breytenbach P.Geo.,Sr. VP of Capital Markets,NA
ARIS,Ms. Pamela  De Mark,Sr. VP of Technical Services,NA
ARIS,John  Mussett,Sr. VP of Projects,NA
ARIS,Mr. Robert  Eckford,Head of Fin.,NA
ARKG,Ms. Catherine Duddy Wood B.S.,Portfolio Mang.,1956
ARKG,Mr. Nicholas  Grous,Portfolio Mang.,NA
ARKG,Mr. Dan  White,Portfolio Mang.,NA
ARKG,Mr. Simon  Barnett,Portfolio Mang.,NA
ARKK,Mr. Dan  White,Portfolio Mang.,NA
ARKK,Ms. Catherine Duddy Wood B.S.,Portfolio Mang.,1956
ARKK,Mr. Simon  Barnett,Portfolio Mang.,NA
ARKK,Mr. Nicholas  Grous,Portfolio Mang.,NA
ARKK,Mr. Frank  Downing,Portfolio Mang.,NA
ARKK,Mr. Sam  Korus,Portfolio Mang.,NA
ARKW,Mr. Dan  White,Portfolio Mang.,NA
ARKW,Ms. Catherine Duddy Wood B.S.,Portfolio Mang.,1956
ARKW,Mr. Nicholas  Grous,Portfolio Mang.,NA
ARKW,Mr. Frank  Downing,Portfolio Mang.,NA
ARX,"Mr. Terry Michael Anderson B.Sc., P.Eng, P.Eng.","Pres, CEO & Director",1970
ARX,"Mr. Kristen J. Bibby B.Com., C.A., CPA, B. Comm., CA, CPA",Sr. VP & CFO,1975
ARX,Mr. Armin  Jahangiri P.Eng.,Sr. VP & COO,NA
ARX,"Mr. Ryan Victor Berrett B.Mgmt., M.B.A., MBA",Sr. VP of Marketing,NA
ARX,Ms. Larissa Marianne Conrad P.Eng.,Sr. VP & Chief Devel. Officer,NA
ARX,Ms. Lisa Ann Olsen B.A.,Sr. VP of People & Corp.,NA
ARX,Mr. Dale  Lewko C.F.A.,Mang. of  Capital Markets,NA
ARX,"Mr. Grant A. Zawalsky B. Comm, B.Com., L.L.B., LL.B",Corp. Sec.,1960
ARX,"Ms. Katherine Joyce Gomes B.Com., C.A., CPA",VP & Controller,NA
ASCU,"Mr. George O'Neil Ogilvie B.Sc., P.Eng.","Pres, CEO & Director",1968
ASCU,Mr. Ian  McMullan,Chief Operating Officer,NA
ASCU,Ms. Rita  Adiani,Sr. VP of Strategy & Corp. Devel.,NA
ASCU,Mr. Rodney A. Prokop,Consultant,1958
ASCU,Mr. Douglas R. Bowden,VP of Exploration,NA
ASCU,"Mr. Nicholas J. Nikolakakis M.B.A., MBA",CFO & VP of Fin.,1967
ASCU,Ms. Alison  Dwoskin CPIR,Director of Investor Relations,NA
ASM,Mr. David  Wolfin,"Pres, CEO & Director",1968
ASM,Mr. Nathan  Harte CPA,Chief Financial Officer,NA
ASM,Mr. Jose Carlos Rodriguez Moreno P.Geo.,Chief Operating Officer,NA
ASM,"Mr. Peter  Latta M.B.A., P.Eng.",VP of Technical Services,NA
ASM,Ms. Jennifer  North,Mang. of Investor Relations,NA
ASM,Ms. Jennifer  Trevitt,Corp. Sec.,1974
ASM,Mr. Andrew J. Kaplan,Consultant,1967
ASND,Mr. Clifford David Hale-Sanders,Co-Founder & Exec. VP,NA
ASND,"Mr. Jason  Brooks C.A., CPA",Chief Financial Officer,NA
ASND,Mr. Joao  Barros M.Sc.,Pres,NA
ASND,"Mr. Clinton John Swemmer P.Eng., P.M.P.",VP of Technical Services,NA
ASND,"Mr. Carl  Calandra LL.B., MBA","VP, Gen. Counsel & Corp. Sec.",1980
ASND,"Mr. Nicholas  Campbell C.F.A., CPA",Director of Corp. Devel.,NA
ASND,"Dr. Sergio  Gelcich P.Geo., Ph.D.",VP of Exploration,NA
ASND,Mr. David  Ball C.F.A.,"VP, Bus. Devel.",NA
ASP,Mr. Edward  Gudaitis,"Pres, CEO & Director",NA
ASP,Mr. Gavin  Damstra,Sr. VP of International Commercial,NA
ASP,"Dr. Christopher  Sorli F.A.C.E., M.D., Ph.D.",Chief Medical Officer,NA
ASP,Mr. Kevin Thomas Hickey,Sr. VP of US Commercial,NA
ASP,Mr. Naveed  Manzoor,Interim Chief Financial Officer,NA
ASP,Mr. Chris  Witty,Investor Relations,NA
ASP,Mr. Philippe  Savard,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
ASP,Mr. Hubert Tomasz Czerwinski,Pres of Acerus Pharmaceuticals SRL,NA
ASTL,Mr. Rajat  Marwah,Chief Financial Officer,1974
ASTL,Mr. John Ralph Naccarato,"Interim Head of Operations, VP of Strategy & Chief Legal Officer",1967
ASTL,Mr. Michael Dennis Garcia,CEO & Director,1965
ASTL,Mr. Loris  Molino,VP of Maintenance & Operating Services,NA
ASTL,Michael  Moraca,Treasurer & Investor Relations Officer,NA
ASTL,Ms. Brenda  Stenta,Mang. of Communications & Branding,NA
ASTL,Mr. Rory  Brandow,VP of Sales,1960
ASTL,Ms. Piper Lee Frech,Interim Chief Human Resource Officer,NA
AT,Mr. Anil  Bhalla,Exec. Chairman,NA
AT,Mr. Dimitrius Rogerio de Oliveira,CEO & Director,1973
AT,Mr. Sergio Ribeiro Passos,Chief Financial Officer,1967
AT,Mr. Gustavo  Tasner,COO & South Regional Director,1969
AT,Mr. Josh  Ashby,Chief Delivery Officer & COO,1986
AT,Mr. Hernan van Waveren,Director of Investor Relations,NA
AT,Ms. Virginia Beltramini Trapero,Chief Legal Officer & Sec. of the Board,1973
AT,Mr. Pablo  Sanchez,Director of Marketing & ESG Director,NA
AT,Ms. Kiomara  Hidalgo,Global Chief People Officer,1967
AT,Mr. Miguel Matey Marañón,Managing Director for Mexico & the North Region,1972
ATA,Mr. Andrew P. Hider,CEO & Director,1977
ATA,Mr. Ryan  McLeod,Chief Financial Officer,NA
ATA,Mr. Stewart  McCuaig,"Corp. VP, Gen. Counsel & Sec.",1963
ATA,Mr. Udo  Panenka,Pres of Industrial Automation,1969
ATA,Ms. Cleland Nielsen Fiona,"Sr. VP, Strategy and Corp. Devel.",NA
ATA,Mr. Joe  Metri,Chief Information Officer,NA
ATA,Mr. David  Galison M.B.A.,Head of Investor Relations,NA
ATA,Ms. Angella  Alexander,Chief HR Officer,NA
ATA,"Mr. James  Kopperson CA, CPA",Chief Financial Officer of Solar Group,1967
ATA,Mr. Simon  Roberts,Sr. VP of Global After Sales Service,NA
ATD,Mr. Alain  Bouchard,Co-Founder & Exec. Chairman,1949
ATD,Mr. Brian P. Hannasch,"Pres, CEO & Director",1967
ATD,Mr. Jacques  D'Amours,Co-Founder & Corp. Director,1957
ATD,Mr. Richard  Fortin,Co-Founder & Corp. Director,1949
ATD,Mr. Real  Plourde P.Eng.,Co-Founder & Corp. Director,1951
ATD,"Mr. Claude  Tessier B.A., CPA, CA, CPA",Exec. VP & CFO,1964
ATD,Mr. Kevin Andrew Lewis,Exec. VP & Chief Marketing Officer,1971
ATD,Mr. Timothy Alexander Miller,Exec. VP of Operations - North America & Global Commercial Optimization,1973
ATD,"Ms. Karinne  Bouchard C.P.A., M.Sc.","Global Head of Treasury, Treasurer & Director",1979
ATD,Mr. Edward  Dzadovsky,Exec. VP & CTO,NA
ATE,"Mr. Daniel Marcel Legault J.D., L.L.B.","Pres, CEO, Sec. & Director",1958
ATE,"Dr. John Lawrence Wallace M.B.A., M.Sc., MBA, MSc, Ph.D.",Founder & Vice Chair,1957
ATE,"Mr. Alain  Wilson M.B.A., MBA",Chief Financial Officer,NA
ATE,"Mr. Scott  Curtis C.F.A., M.Eng",Chief Operating Officer,NA
ATE,Dr. David James Vaughan Ph.D.,Chief Devel. Officer,1950
ATE,"Dr. Joseph  Stauffer D.O., M.B.A.",Chief Medical Officer,1966
ATE,Dr. Ana  Stegic,Director of Clinical Operations,NA
ATE,Ms. Christina  Cameron B.B.A.,VP of Investor Relations,NA
ATE,Mr. Philip  Stern,VP of Communications,NA
ATH,"Mr. Robert Anthony Broen B.Sc.Eng., P.Eng.","Pres, CEO & Director",NA
ATH,Mr. Matthew  Taylor C.F.A.,Chief Financial Officer,NA
ATH,Ms. Karla Dawn Ingoldsby,VP of Thermal Oil,NA
ATH,Mr. Michael S.J. Wojcichowsky,VP of Light Oil,NA
ATH,Mr. Cameron  Danyluk,VP of Bus. Devel. & Gen. Counsel,NA
ATS,Mr. Andrew P. Hider,CEO & Director,1977
ATS,Mr. Ryan  McLeod,Chief Financial Officer,NA
ATS,Mr. Stewart  McCuaig,"Corp. VP, Gen. Counsel & Sec.",1963
ATS,Mr. Udo  Panenka,Pres of Industrial Automation,1969
ATS,Ms. Cleland Nielsen Fiona,"Sr. VP, Strategy and Corp. Devel.",NA
ATS,Mr. Joe  Metri,Chief Information Officer,NA
ATS,Mr. David  Galison M.B.A.,Head of Investor Relations,NA
ATS,Ms. Angella  Alexander,Chief HR Officer,NA
ATS,"Mr. James  Kopperson CA, CPA",Chief Financial Officer of Solar Group,1967
ATS,Mr. Simon  Roberts,Sr. VP of Global After Sales Service,NA
ATZ,Mr. Brian James-Beaumont Hill,Founder & Exec. Chairman,1961
ATZ,Ms. Jennifer  Wong,"Pres, CEO, COO, Corp. Sec. & Non-Independent Director",1970
ATZ,Mr. Todd  Ingledew,Chief Financial Officer,NA
ATZ,Mr. Dave  MacIver,Chief Information Officer,NA
ATZ,Ms. Pippa  Morgan,Exec. VP of Retail,NA
ATZ,Ms. Marcia M. Smith,Director,1962
ATZ,Ms. Helen  Kelly,VP of Investor Relations,NA
ATZ,Ms. Karen  Kwan,Chief People & Culture Officer,NA
ATZ,Ms. Catherine  Tang,VP of Project Management Office,NA
ATZ,Carly  Bishop,Exec. Mang. of Office of the Chief Exec. Officer,NA
AUMN,Mr. Warren M. Rehn,"Pres, CEO & Director",1955
AUMN,Ms. Julie Z. Weedman,"Sr. VP, CFO & Corp. Sec.",NA
AUMN,Mr. John Christopher Galassini,Chief Operating Officer,1963
AUMN,Ms. Karen  Winkler,Director of Investor Relations & Assistant Corp. Sec.,NA
AVCN,"Mr. Aras  Azadian B.Econ, Mba","Co-Founder, CEO & Director",NA
AVCN,Dr. Frantz Le Devedec,Exec. VP of R&D,NA
AVCN,Mr. Roland  Alvarez,SVP of Technical Operations,NA
AVCN,Ms. Ivana  Maric,Exec. VP of Marketing,NA
AVCN,Dr. Carlos Enrique Maldonado Muete,SVP of Clinical Devel.,NA
AVCN,Ms. Caitlin  Johnston,Sr. VP of Strategic Partnerships & Patient Access,NA
AVL,"Mr. Donald Stephen Bubar M.Sc., P.Geo., P.Geo. (Ont)","Pres, CEO & Director",1956
AVL,"Mr. Robert James Andersen (Illinois), CA, CFP, CGMA, CPA","VP of Fin., Corp. Sec., CFO & Principal Accounting Officer",1969
AVL,Mr. Amiel  Blajchman,Mang. of ESG & Sustainability,NA
AVL,"Ms. Cindy  Hu CPA, CA, CPA, (Illinois)",Controller,NA
AVL,Mr. Ian M. London,Market Devel. and Energy Consultant,NA
AVNT,Mr. Norton  Singhavon,"Founder, CEO & Director",NA
AVNT,Mr. Michael  Blady B.Sc,"Co-Founder, Sec. & Director",1983
AVNT,Mr. David  Lynn,Chief Operating Officer,NA
AVNT,Mr. Matthew  Whitt,Chief Financial Officer,NA
AVNT,Mr. Adil  Hirji,Director of Marketing,NA
AVNT,Mr. Kyle  Marko,Sales Mang.,NA
AVNT,Mr. Chris  Pearson,Director of Sales,NA
AVNT,"Mr. Jeremy Christopher Wright C.M.A., CPA, CMA, CPA",Consultant,1974
AVNT,Mr. David  Buckle,Head of Cultivation,NA
AX-PE,"Mr. Samir A. Manji CPA, CA, CPA","Pres, CEO & Trustee",1969
AX-PE,Ms. Jaclyn  Koenig CA,Chief Financial Officer,NA
AX-PE,Ms. Kim  Riley,Chief Operating Officer,1984
AX-PE,Mr. Philip  Martens,Exec. VP of U.S. Region,NA
AX-PE,Mr. Leon R. Wilkosz,Sr. VP of Asset Management - Wisconsin,NA
AX-PE,Ms. Danielle  Robert,VP of Accounting,NA
AX-PE,Ms. Heather  Nikkel,VP of Investor Relations & Sustainability,NA
AX-PE,Ms. Kara  Watson,VP of Legal,NA
AX-PE,Ms. Jayelle  Morris,VP of HR,NA
AX-PE,Mr. Brad  Goerzen,Sr. VP of Leasing - Central Region,NA
AX-PI,"Mr. Samir A. Manji CPA, CA, CPA","Pres, CEO & Trustee",1969
AX-PI,Ms. Jaclyn  Koenig CA,Chief Financial Officer,NA
AX-PI,Ms. Kim  Riley,Chief Operating Officer,1984
AX-PI,Mr. Philip  Martens,Exec. VP of U.S. Region,NA
AX-PI,Mr. Leon R. Wilkosz,Sr. VP of Asset Management - Wisconsin,NA
AX-PI,Ms. Danielle  Robert,VP of Accounting,NA
AX-PI,Ms. Heather  Nikkel,VP of Investor Relations & Sustainability,NA
AX-PI,Ms. Kara  Watson,VP of Legal,NA
AX-PI,Ms. Jayelle  Morris,VP of HR,NA
AX-PI,Mr. Brad  Goerzen,Sr. VP of Leasing - Central Region,NA
AX-UN,"Mr. Samir A. Manji CPA, CA, CPA","Pres, CEO & Trustee",1969
AX-UN,Ms. Jaclyn  Koenig CA,Chief Financial Officer,NA
AX-UN,Ms. Kim  Riley,Chief Operating Officer,1984
AX-UN,Mr. Philip  Martens,Exec. VP of U.S. Region,NA
AX-UN,Mr. Leon R. Wilkosz,Sr. VP of Asset Management - Wisconsin,NA
AX-UN,Ms. Danielle  Robert,VP of Accounting,NA
AX-UN,Ms. Heather  Nikkel,VP of Investor Relations & Sustainability,NA
AX-UN,Ms. Kara  Watson,VP of Legal,NA
AX-UN,Ms. Jayelle  Morris,VP of HR,NA
AX-UN,Mr. Brad  Goerzen,Sr. VP of Leasing - Central Region,NA
AXIS,Mr. Todd Charles Hudson,CEO & Director,1969
AXIS,Mr. Ilja  Troitschanski,Pres & Director,1978
AXIS,Mr. Richard  Lloyd,Chief Financial Officer,1972
AXIS,Mr. Steven  Koster,Managing Director,NA
AXIS,Mr. Joshua  Arbuckle,Corp. Sec.,1971
AYA,"Mr. Benoit  La Salle CPA, FCA, FCPA, MBA","Pres, CEO & Director",1955
AYA,Mr. Ugo  Landry-Tolszczuk C.F.A.,Chief Financial Officer,NA
AYA,Mr. Raphael  Beaudoin,VP of Operations,NA
AYA,Mr. Elias J. Elias L.L.B.,VP of Legal & Corp. Sec.,NA
AYA,Mr. Mustapha  EL Ouafi,GM and Pres of Aya Gold & Silver Morocco,NA
AYA,Mr. Alex  Ball,VP of Corp. Devel. & Investor Relations,NA
AYA,Dr. Christian G. Derosier,VP of Exploration,NA
AYM,Mr. Alberto Arsenio  Lavandeira Adan,"CEO, MD & Director",1957
AYM,Mr. Cesar Fernandez Sanchez,Chief Financial Officer,NA
AYM,Mr. F. Fernandez Torres,Exec. Officer,NA
BABY,Ms. Hamutal  Yitzhak,"Co-Founder, Chairman & CEO",1968
BABY,Mr. Uriel  Kesler,"Co-Founder, COO & Director",1960
BABY,Mr. Shay  Shamir,CFO & Corp. Sec.,NA
BABY,Mr. Michael  Azar,Co-Founder & CTO,NA
BABY,Mr. Reuben  Halevi,VP of Sales Operations,1957
BABY,Ms. Liliana  Frimerman,Head of Bookkeeping & Payroll,NA
BABY,Ms. Chelsie  Hodge,Director of Corp. Relations,NA
BAM-A,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-A,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-A,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-A,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-A,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-A,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-A,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-A,Mr. Connor David Teskey,"Pres, Managing Partner & CEO of Renewable Power & Transition",1988
BAM-A,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-A,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PFB,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PFB,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PFB,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PFB,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PFB,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PFB,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PFB,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PFB,Mr. Connor David Teskey,"Pres, Managing Partner & CEO of Renewable Power & Transition",1988
BAM-PFB,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-PFB,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PFC,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PFC,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PFC,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PFC,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PFC,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PFC,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PFC,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PFC,Mr. Connor David Teskey,"Pres, Managing Partner & CEO of Renewable Power & Transition",1988
BAM-PFC,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-PFC,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PFE,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PFE,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PFE,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PFE,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PFE,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PFE,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PFE,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PFE,Mr. Connor David Teskey,Managing Partner and CEO of Renewable Power & Transition,1988
BAM-PFE,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-PFE,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PFI,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PFI,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PFI,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PFI,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PFI,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PFI,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PFI,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PFI,Mr. Connor David Teskey,"Pres, Managing Partner & CEO of Renewable Power & Transition",1988
BAM-PFI,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-PFI,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PG,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PG,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PG,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PG,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PG,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PG,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PG,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PG,Mr. Connor David Teskey,"Pres, Managing Partner & CEO of Renewable Power & Transition",1988
BAM-PG,Mr. David James Nowak,Managing Partner of Private Equity,1970
BAM-PG,Mr. Pierre  McNeil,Managing Director of Private Equity,1963
BAM-PM,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",1965
BAM-PM,Mr. Nicholas H. Goodman C.A.,Managing Partner & CFO,NA
BAM-PM,Mr. Bahir  Manios,Managing Partner & CFO,1979
BAM-PM,Mr. Cyrus  Madon,Managing Partner & CEO of Private Equity Group,1966
BAM-PM,"Mr. Sachin G. Shah CPA, CPA",Managing Partner & CEO of Insurance Solutions,1977
BAM-PM,Mr. Samuel J.B. Pollock,Managing Partner & CEO of Infrastructure,1966
BAM-PM,Mr. Brian William Kingston,Managing Partner & CEO of Real Estate,1974
BAM-PM,Mr. Connor David Teskey,Managing Partner and CEO of Renewable Power & Transition,1988
