 TICKER,DATE,DATE FORMATTED,SHARES MLN,SHARES
ACB,2020,2020-12-31,168.0025,168002500
ACB,2019,2019-12-31,90.7869,90786900
ACB,2018,2018-12-31,80.7456,80745600
ACB,2017,2017-12-31,33.8816,33881600
ACB,2016,2016-12-31,21.9887,21988700
ACB,2015,2015-12-31,11.3868,11386800
ACB,2014,2014-12-31,4.7981,4798100
ACB,2013,2013-12-31,1.3367,1336700
ACB,2012,2012-12-31,1.3367,1336700
ACB,2011,2011-12-31,1.3242,1324200
ACB,2010,2010-12-31,1.3242,1324200
ACB,2009,2009-12-31,1.2152,1215200
ACB,2008,2008-12-31,1.2000,1200000
ACB,2007,2007-12-31,0.9464,946400
ACD,2020,2020-12-31,8.4458,8445800
ACD,2019,2019-12-31,8.4458,8445800
ACD,2018,2018-12-31,8.4458,8445800
ACD,2017,2017-12-31,8.4458,8445800
ACD,2016,2016-12-31,8.4458,8445800
ACD,2015,2015-12-31,8.4458,8445800
ACD,2014,2014-12-31,8.4458,8445800
ACD,2013,2013-12-31,8.4458,8445800
ACD,2012,2012-12-31,8.4458,8445800
ACD,2011,2011-12-31,8.4458,8445800
ACD,2010,2010-12-31,8.4458,8445800
ACD,2009,2009-12-31,8.4458,8445800
ACD,2008,2008-12-31,8.4458,8445800
ACD,2007,2007-12-31,8.4458,8445800
ACD,2006,2006-12-31,8.4458,8445800
ACD,2005,2005-12-31,8.4458,8445800
ACD,2004,2004-12-31,8.4458,8445800
ACD,2003,2003-12-31,8.4458,8445800
ACD,2002,2002-12-31,8.4458,8445800
ACD,2001,2001-12-31,8.4458,8445800
ACD,2000,2000-12-31,8.4458,8445800
ACD,1999,1999-12-31,8.4458,8445800
ACD,1998,1998-12-31,8.4458,8445800
ACD,1997,1997-12-31,8.4458,8445800
ACD,1996,1996-12-31,8.4458,8445800
ACO-X,2020,2020-12-31,114.5440,114544000
ACO-X,2019,2019-12-31,114.6667,114666700
ACO-X,2018,2018-12-31,143.6170,143617000
ACO-X,2017,2017-12-31,15.0000,15000000
ACO-X,2016,2016-12-31,121.9512,121951200
ACQ,2020,2020-12-31,27.2264,27226400
ACQ,2019,2019-12-31,27.2264,27226400
ACQ,2018,2018-12-31,27.2264,27226400
ACQ,2017,2017-12-31,27.2264,27226400
ACQ,2016,2016-12-31,27.2264,27226400
ACQ,2015,2015-12-31,27.2264,27226400
ACQ,2014,2014-12-31,27.2264,27226400
ACQ,2013,2013-12-31,27.2264,27226400
ACQ,2012,2012-12-31,27.2264,27226400
ACQ,2011,2011-12-31,27.2264,27226400
ACQ,2010,2010-12-31,27.2264,27226400
ACQ,2009,2009-12-31,27.2264,27226400
ACQ,2008,2008-12-31,27.2264,27226400
ACQ,2007,2007-12-31,27.2264,27226400
ACQ,2006,2006-12-31,20.2570,20257000
AD-UN,2020,2020-12-31,38.9964,38996400
AD-UN,2019,2019-12-31,36.7091,36709100
ADCO,2020,2020-12-31,56.3293,56329300
ADCO,2019,2019-12-31,55.3563,55356300
ADN,2020,2020-12-31,16.9290,16929000
ADN,2019,2019-12-31,16.9290,16929000
ADN,2018,2018-12-31,16.9290,16929000
ADN,2017,2017-12-31,16.9290,16929000
ADN,2016,2016-12-31,16.9290,16929000
ADN,2015,2015-12-31,16.9290,16929000
ADN,2014,2014-12-31,16.9290,16929000
ADN,2013,2013-12-31,16.9290,16929000
ADN,2012,2012-12-31,16.9290,16929000
ADN,2011,2011-12-31,16.9290,16929000
ADN,2010,2010-12-31,16.9290,16929000
ADN,2009,2009-12-31,16.9290,16929000
ADN,2008,2008-12-31,16.9290,16929000
ADN,2007,2007-12-31,16.9290,16929000
ADN,2006,2006-12-31,16.9290,16929000
ADW-A,2020,2020-12-31,42.6500,42650000
ADW-A,2019,2019-12-31,42.4000,42400000
ADW-A,2018,2018-12-31,41.7846,41784600
ADW-A,2017,2017-12-31,43.6091,43609100
ADW-A,2016,2016-12-31,40.6850,40685000
ADW-A,2015,2015-12-31,42.0353,42035300
ADW-A,2014,2014-12-31,42.3659,42365900
ADW-A,2013,2013-12-31,41.6302,41630200
ADW-A,2012,2012-12-31,42.3319,42331900
ADW-A,2011,2011-12-31,41.1457,41145700
ADW-A,2010,2010-12-31,44.6768,44676800
ADW-A,2009,2009-12-31,44.6768,44676800
ADW-A,2008,2008-12-31,45.5308,45530800
ADW-A,2007,2007-12-31,44.6768,44676800
ADW-A,2006,2006-12-31,44.6768,44676800
ADW-A,2005,2005-12-31,43.1625,43162500
ADW-A,2004,2004-12-31,43.5290,43529000
ADW-A,2003,2003-12-31,42.9800,42980000
ADW-A,2002,2002-12-31,41.9817,41981700
ADW-A,2001,2001-12-31,42.6900,42690000
ADW-A,2000,2000-12-31,43.3000,43300000
ADW-A,1999,1999-12-31,45.0450,45045000
ADW-A,1998,1998-12-31,44.3300,44330000
ADW-A,1997,1997-12-31,43.0866,43086600
ADW-A,1996,1996-12-31,42.6743,42674300
ADW-A,1995,1995-12-31,42.1389,42138900
ADW-A,1994,1994-12-31,41.9024,41902400
ADW-A,1993,1993-12-31,41.2913,41291300
ADW-B,2020,2020-12-31,43.5957,43595700
ADW-B,2019,2019-12-31,44.1937,44193700
ADW-B,2018,2018-12-31,30.1778,30177800
ADW-B,2017,2017-12-31,49.6241,49624100
AEG,2020,2020-12-31,22.8963,22896300
AEG,2019,2019-12-31,20.3950,20395000
AEM,2020,2020-12-31,244.1190,244119000
AEM,2019,2019-12-31,240.9520,240952000
AEM,2018,2018-12-31,234.0960,234096000
AEM,2017,2017-12-31,234.0650,234065000
AEM,2016,2016-12-31,227.4440,227444000
AEM,2015,2015-12-31,217.4840,217484000
AEM,2014,2014-12-31,213.2730,213273000
AEM,2013,2013-12-31,173.6160,173616000
AEM,2012,2012-12-31,173.4320,173432000
AEM,2011,2011-12-31,242.0590,242059000
AEM,2010,2010-12-31,242.0590,242059000
AEM,2009,2009-12-31,242.0590,242059000
AEM,2008,2008-12-31,242.0590,242059000
AEM,2007,2007-12-31,242.0590,242059000
AEM,2006,2006-12-31,242.0590,242059000
AEM,2005,2005-12-31,242.0590,242059000
AEM,2004,2004-12-31,242.0590,242059000
AEM,2003,2003-12-31,242.0590,242059000
AEM,2002,2002-12-31,242.0590,242059000
AEM,2001,2001-12-31,242.0590,242059000
AEM,2000,2000-12-31,242.0590,242059000
AEM,1999,1999-12-31,242.0590,242059000
AEM,1998,1998-12-31,242.0590,242059000
AEM,1997,1997-12-31,242.0590,242059000
AEM,1996,1996-12-31,242.0590,242059000
AEM,1995,1995-12-31,242.0590,242059000
AEM,1994,1994-12-31,242.0590,242059000
AEM,1993,1993-12-31,242.0590,242059000
AEM,1992,1992-12-31,242.0590,242059000
AEM,1991,1991-12-31,242.0590,242059000
AEM,1990,1990-12-31,242.0590,242059000
AEM,1989,1989-12-31,242.0590,242059000
AEM,1988,1988-12-31,242.0590,242059000
AEM,1987,1987-12-31,242.0590,242059000
AEM,1986,1986-12-31,242.0590,242059000
AEM,1985,1985-12-31,242.0590,242059000
AEZS,2020,2020-12-31,56.2115,56211500
AEZS,2019,2019-12-31,56.2115,56211500
AEZS,2018,2018-12-31,56.2115,56211500
AEZS,2017,2017-12-31,56.2115,56211500
AEZS,2016,2016-12-31,56.2115,56211500
AEZS,2015,2015-12-31,56.2115,56211500
AEZS,2014,2014-12-31,56.2115,56211500
AEZS,2013,2013-12-31,56.2115,56211500
AEZS,2012,2012-12-31,56.2115,56211500
AEZS,2011,2011-12-31,56.2115,56211500
AEZS,2010,2010-12-31,56.2115,56211500
AEZS,2009,2009-12-31,56.2115,56211500
AEZS,2008,2008-12-31,56.2115,56211500
AEZS,2007,2007-12-31,56.2115,56211500
AEZS,2006,2006-12-31,56.2115,56211500
AEZS,2005,2005-12-31,56.2115,56211500
AEZS,2004,2004-12-31,56.2115,56211500
AEZS,2003,2003-12-31,56.2115,56211500
AEZS,2002,2002-12-31,56.2115,56211500
AEZS,2001,2001-12-31,56.2115,56211500
AEZS,2000,2000-12-31,56.2115,56211500
AEZS,1999,1999-12-31,56.2115,56211500
AEZS,1998,1998-12-31,56.2115,56211500
AEZS,1997,1997-12-31,56.2115,56211500
AFN,2020,2020-12-31,18.7110,18711000
AFN,2019,2019-12-31,18.7110,18711000
AFN,2018,2018-12-31,18.7110,18711000
AFN,2017,2017-12-31,18.7110,18711000
AFN,2016,2016-12-31,18.7110,18711000
AFN,2015,2015-12-31,18.7110,18711000
AFN,2014,2014-12-31,18.7110,18711000
AFN,2013,2013-12-31,18.7110,18711000
AFN,2012,2012-12-31,18.7110,18711000
AFN,2011,2011-12-31,18.7110,18711000
AFN,2010,2010-12-31,18.7110,18711000
AFN,2009,2009-12-31,18.7110,18711000
AFN,2008,2008-12-31,18.7110,18711000
AFN,2007,2007-12-31,18.7110,18711000
AFN,2006,2006-12-31,18.7110,18711000
AGF-B,2021,2021-12-31,69.9593,69959300
AGF-B,2020,2020-12-31,69.9262,69926200
AGF-B,2019,2019-12-31,92.3458,92345800
AGF-B,2018,2018-12-31,103.3700,103370000
AGF-B,2017,2017-12-31,82.2067,82206700
AGF-B,2016,2016-12-31,112.1308,112130800
AGI,2020,2020-12-31,391.5530,391553000
AGI,2019,2019-12-31,391.5530,391553000
AGI,2018,2018-12-31,390.5400,390540000
AGI,2017,2017-12-31,337.1780,337178000
AGI,2016,2016-12-31,391.5530,391553000
AGI,2015,2015-12-31,391.5530,391553000
AGI,2014,2014-12-31,391.5530,391553000
AGI,2013,2013-12-31,391.5530,391553000
AGI,2012,2012-12-31,391.5530,391553000
AGI,2011,2011-12-31,391.5530,391553000
AGI,2010,2010-12-31,391.5530,391553000
AGI,2009,2009-12-31,391.5530,391553000
AGI,2008,2008-12-31,391.5530,391553000
AGI,2007,2007-12-31,391.5530,391553000
AGI,2006,2006-12-31,391.5530,391553000
AGI,2005,2005-12-31,391.5530,391553000
AGI,2004,2004-12-31,391.5530,391553000
AGI,2003,2003-12-31,391.5530,391553000
AGI,2002,2002-12-31,391.5530,391553000
AGI,2001,2001-12-31,391.5530,391553000
AGI,2000,2000-12-31,391.5530,391553000
AH,2020,2020-12-31,301.0046,301004600
AH,2019,2019-12-31,301.0046,301004600
AH,2018,2018-12-31,301.0046,301004600
AH,2017,2017-12-31,37.9625,37962500
AH,2016,2016-12-31,32.5461,32546100.000000004
AH,2015,2015-12-31,301.0046,301004600
AH,2014,2014-12-31,301.0046,301004600
AH,2013,2013-12-31,301.0046,301004600
AH,2012,2012-12-31,301.0046,301004600
AI,2020,2020-12-31,42.3895,42389500
AI,2019,2019-12-31,42.3895,42389500
AI,2018,2018-12-31,42.3895,42389500
AI,2017,2017-12-31,42.3895,42389500
AI,2016,2016-12-31,42.3895,42389500
AI,2015,2015-12-31,42.3895,42389500
AI,2014,2014-12-31,42.3895,42389500
AI,2013,2013-12-31,42.3895,42389500
AI,2012,2012-12-31,42.3895,42389500
AI,2011,2011-12-31,42.3895,42389500
AIF,2020,2020-12-31,40.2404,40240400
AIF,2019,2019-12-31,40.2404,40240400
AIF,2018,2018-12-31,40.2404,40240400
AIF,2017,2017-12-31,40.2404,40240400
AIF,2016,2016-12-31,40.2404,40240400
AIF,2015,2015-12-31,40.2404,40240400
AIF,2014,2014-12-31,40.2404,40240400
AIF,2013,2013-12-31,40.2404,40240400
AIF,2012,2012-12-31,40.2404,40240400
AIF,2011,2011-12-31,40.2404,40240400
AIF,2010,2010-12-31,40.2404,40240400
AIF,2009,2009-12-31,40.2404,40240400
AIF,2008,2008-12-31,40.2404,40240400
AIF,2007,2007-12-31,40.2404,40240400
AIF,2006,2006-12-31,40.2404,40240400
AII,2020,2020-12-31,183.4645,183464500
AII,2019,2019-12-31,114.9196,114919600
AII,2018,2018-12-31,182.4431,182443100
AII,2017,2017-12-31,174.6619,174661900
AII,2016,2016-12-31,110.8961,110896100
AII,2015,2015-12-31,87.0463,87046300
AII,2014,2014-12-31,48.9920,48992000
AII,2013,2013-12-31,37.0364,37036400
AII,2012,2012-12-31,37.0687,37068700
AII,2011,2011-12-31,42.0717,42071700
AII,2010,2010-12-31,183.4645,183464500
AII,2009,2009-12-31,183.4645,183464500
AIM,2020,2020-12-31,92.6256,92625600
AIM,2019,2019-12-31,92.6256,92625600
AIM,2018,2018-12-31,92.6256,92625600
AIM,2017,2017-12-31,92.6256,92625600
AIM,2016,2016-12-31,92.6256,92625600
AIM,2015,2015-12-31,92.6256,92625600
AIM,2014,2014-12-31,92.6256,92625600
AIM,2013,2013-12-31,92.6256,92625600
AIM,2012,2012-12-31,92.6256,92625600
AIM,2011,2011-12-31,92.6256,92625600
AIM,2010,2010-12-31,92.6256,92625600
AIM,2009,2009-12-31,92.6256,92625600
AIM,2008,2008-12-31,92.6256,92625600
AIM,2007,2007-12-31,92.6256,92625600
AIM,2006,2006-12-31,92.6256,92625600
AIM,2005,2005-12-31,92.6256,92625600
AIM-PA,2020,2020-12-31,92.4882,92488200
AIM-PA,2019,2019-12-31,93.8482,93848200
AIM-PC,2020,2020-12-31,92.4882,92488200
AIM-PC,2019,2019-12-31,93.8482,93848200
AIM-PC,2018,2018-12-31,12620.0000,12620000000
AKT-A,2020,2020-12-31,39.6082,39608200
AKT-A,2019,2019-12-31,39.6082,39608200
AKU,2020,2020-12-31,70.1784,70178400
AKU,2019,2019-12-31,70.1784,70178400
AKU,2018,2018-12-31,70.1784,70178400
AKU,2017,2017-12-31,70.1784,70178400
AKU,2016,2016-12-31,38.2523,38252300
ALA,2020,2020-12-31,279.4000,279400000
ALA,2019,2019-12-31,279.4000,279400000
ALA,2018,2018-12-31,279.4000,279400000
ALA,2017,2017-12-31,279.4000,279400000
ALA,2016,2016-12-31,279.4000,279400000
ALA,2015,2015-12-31,279.4000,279400000
ALA,2014,2014-12-31,279.4000,279400000
ALA,2013,2013-12-31,279.4000,279400000
ALA,2012,2012-12-31,279.4000,279400000
ALA,2011,2011-12-31,279.4000,279400000
ALA,2010,2010-12-31,279.4000,279400000
ALA,2009,2009-12-31,279.4000,279400000
ALA,2008,2008-12-31,279.4000,279400000
ALA,2007,2007-12-31,279.4000,279400000
ALA,2006,2006-12-31,279.4000,279400000
ALA,2005,2005-12-31,279.4000,279400000
ALA,2004,2004-12-31,279.4000,279400000
ALA,2003,2003-12-31,279.4000,279400000
ALA,2002,2002-12-31,279.4000,279400000
ALA,2001,2001-12-31,279.4000,279400000
ALA,2000,2000-12-31,279.4000,279400000
ALA,1999,1999-12-31,279.4000,279400000
ALA-PA,2020,2020-12-31,279.4943,279494300
ALA-PA,2019,2019-12-31,279.0747,279074700
ALA-PE,2020,2020-12-31,279.4943,279494300
ALA-PE,2019,2019-12-31,279.0747,279074700
ALA-PG,2020,2020-12-31,279.4943,279494300
ALA-PG,2019,2019-12-31,279.0747,279074700
ALA-PH,2020,2020-12-31,279.4943,279494300
ALA-PH,2019,2019-12-31,279.0747,279074700
ALC,2020,2020-12-31,37.8009,37800900
ALC,2019,2019-12-31,37.8009,37800900
ALC,2018,2018-12-31,37.8009,37800900
ALC,2017,2017-12-31,37.8009,37800900
ALC,2016,2016-12-31,37.8009,37800900
ALC,2015,2015-12-31,37.8009,37800900
ALC,2014,2014-12-31,37.8009,37800900
ALC,2013,2013-12-31,37.8009,37800900
ALC,2012,2012-12-31,37.8009,37800900
ALC,2011,2011-12-31,37.8009,37800900
ALC,2010,2010-12-31,37.8009,37800900
ALC,2009,2009-12-31,37.8009,37800900
ALC,2008,2008-12-31,37.8009,37800900
ALC,2007,2007-12-31,37.8009,37800900
ALC,2006,2006-12-31,37.8009,37800900
ALC,2005,2005-12-31,37.8009,37800900
ALC,2004,2004-12-31,37.8009,37800900
ALC,2003,2003-12-31,37.8009,37800900
ALC,2002,2002-12-31,37.8009,37800900
ALC,2001,2001-12-31,37.8009,37800900
ALC,2000,2000-12-31,37.8009,37800900
ALC,1999,1999-12-31,37.8009,37800900
ALC,1998,1998-12-31,37.8009,37800900
ALC,1997,1997-12-31,37.8009,37800900
ALS,2020,2020-12-31,41.4605,41460500
ALS,2019,2019-12-31,41.4605,41460500
ALS,2018,2018-12-31,41.4605,41460500
ALS,2017,2017-12-31,43.3995,43399500
ALS,2016,2016-12-31,43.3784,43378400
ALS,2015,2015-12-31,39.9321,39932100
ALS,2014,2014-12-31,32.3568,32356800
ALS,2013,2013-12-31,27.7527,27752700
ALS,2012,2012-12-31,28.2584,28258400
ALS,2011,2011-12-31,29.0371,29037100
ALS,2010,2010-12-31,29.1055,29105500
ALS,2009,2009-12-31,28.3913,28391300
ALS,2008,2008-12-31,28.4626,28462600
ALS,2007,2007-12-31,31.2531,31253100
ALS,2006,2006-12-31,29.4289,29428900
ALS,2005,2005-12-31,28.5240,28524000
ALS,2004,2004-12-31,26.7237,26723700
ALS,2003,2003-12-31,23.8855,23885500
ALS,2002,2002-12-31,16.4345,16434500
ALYA,2020,2020-12-31,58.2374,58237400
ALYA,2019,2019-12-31,56.4143,56414300
ALYA,2018,2018-12-31,45.2167,45216700
ALYA,2017,2017-12-31,46.8121,46812100
AMM,2020,2020-12-31,119.1577,119157700
AMM,2019,2019-12-31,119.1577,119157700
AMM,2018,2018-12-31,119.1577,119157700
AMM,2017,2017-12-31,119.1577,119157700
AMM,2016,2016-12-31,119.1577,119157700
AMM,2015,2015-12-31,119.1577,119157700
AMM,2014,2014-12-31,119.1577,119157700
AMM,2013,2013-12-31,119.1577,119157700
AMM,2012,2012-12-31,119.1577,119157700
AMM,2011,2011-12-31,119.1577,119157700
AMM,2010,2010-12-31,119.1577,119157700
AMM,2009,2009-12-31,119.1577,119157700
AMM,2008,2008-12-31,119.1577,119157700
AMM,2007,2007-12-31,119.1577,119157700
AMM,2006,2006-12-31,119.1577,119157700
AMM,2005,2005-12-31,119.1577,119157700
AMM,2004,2004-12-31,119.1577,119157700
AMM,2003,2003-12-31,119.1577,119157700
AMM,2002,2002-12-31,119.1577,119157700
AMM,2001,2001-12-31,119.1577,119157700
AMM,2000,2000-12-31,119.1577,119157700
AND,2020,2020-12-31,37.6000,37600000
AND,2019,2019-12-31,37.6000,37600000
AND,2018,2018-12-31,37.6000,37600000
AOI,2020,2020-12-31,471.9498,471949800
AOI,2019,2019-12-31,471.9498,471949800
AOI,2018,2018-12-31,471.9498,471949800
AOI,2017,2017-12-31,471.9498,471949800
AOI,2016,2016-12-31,471.9498,471949800
AOI,2015,2015-12-31,471.9498,471949800
AOI,2014,2014-12-31,471.9498,471949800
AOI,2013,2013-12-31,471.9498,471949800
AOI,2012,2012-12-31,471.9498,471949800
AOI,2011,2011-12-31,471.9498,471949800
AOI,2010,2010-12-31,471.9498,471949800
AOI,2009,2009-12-31,471.9498,471949800
AOI,2008,2008-12-31,471.9498,471949800
AOI,2007,2007-12-31,471.9498,471949800
AOI,2006,2006-12-31,471.9498,471949800
AOI,2005,2005-12-31,471.9498,471949800
AOI,2004,2004-12-31,471.9498,471949800
AOI,2003,2003-12-31,471.9498,471949800
AOI,2002,2002-12-31,471.9498,471949800
AOI,2001,2001-12-31,471.9498,471949800
AOT,2020,2020-12-31,275.8403,275840300
AOT,2019,2019-12-31,275.8403,275840300
AOT,2018,2018-12-31,275.8403,275840300
AOT,2017,2017-12-31,167.0611,167061100
AOT,2016,2016-12-31,139.6481,139648100
AOT,2015,2015-12-31,112.9343,112934300
AOT,2014,2014-12-31,99.8917,99891700
AOT,2013,2013-12-31,91.7807,91780700
AOT,2012,2012-12-31,81.6948,81694800
AOT,2011,2011-12-31,72.5911,72591100
AOT,2010,2010-12-31,68.5500,68550000
AOT,2009,2009-12-31,56.9131,56913100
AOT,2008,2008-12-31,52.4401,52440100
AOT,2007,2007-12-31,45.9471,45947100
AOT,2006,2006-12-31,38.1058,38105800
AOT,2005,2005-12-31,37.4809,37480900
AOT,2004,2004-12-31,37.2853,37285300
AOT,2003,2003-12-31,36.0448,36044800
AOT,2002,2002-12-31,31.3395,31339500
AP-UN,2020,2020-12-31,124.3287,124328700
AP-UN,2019,2019-12-31,122.9828,122982800
AP-UN,2018,2018-12-31,105.2796,105279600
AP-UN,2017,2017-12-31,92.9524,92952400
AP-UN,2016,2016-12-31,84.7678,84767800
AP-UN,2015,2015-12-31,78.4848,78484800
AP-UN,2014,2014-12-31,76.5990,76599000
AP-UN,2013,2013-12-31,68.7089,68708900
AP-UN,2012,2012-12-31,65.1606,65160600
AP-UN,2011,2011-12-31,51.5239,51523900
AP-UN,2010,2010-12-31,42.6230,42623000
AP-UN,2009,2009-12-31,38.6805,38680500
AP-UN,2008,2008-12-31,30.9139,30913900
AP-UN,2007,2007-12-31,27.6160,27616000
AP-UN,2006,2006-12-31,19.7933,19793300
AP-UN,2005,2005-12-31,15.8090,15809000
AP-UN,2004,2004-12-31,12.1176,12117600
AP-UN,2003,2003-12-31,7.1382,7138200
APLI,2020,2020-12-31,60.9477,60947700
APLI,2019,2019-12-31,33.5889,33588900
APLI,2018,2018-12-31,33.5890,33589000
APR-UN,2020,2020-12-31,37.6971,37697100
APR-UN,2019,2019-12-31,37.6971,37697100
APS,2020,2020-12-31,85.8600,85860000
APS,2019,2019-12-31,85.8600,85860000
APS,2018,2018-12-31,85.8600,85860000
APS,2017,2017-12-31,85.8600,85860000
APS,2016,2016-12-31,15.1000,15100000
APS,2015,2015-12-31,11.6605,11660500
APS,2014,2014-12-31,11.6300,11630000
APS,2013,2013-12-31,5.1059,5105900
APS,2012,2012-12-31,3.5209,3520900
APS,2011,2011-12-31,1.7641,1764100
APS,2010,2010-12-31,1.3071,1307100
APS,2009,2009-12-31,0.8278,827800
APS,2008,2008-12-31,0.7043,704300
APS,2007,2007-12-31,0.5992,599200
APS,2006,2006-12-31,0.5852,585200
APS,2005,2005-12-31,0.4828,482800
APS,2004,2004-12-31,0.4783,478300
APS,2003,2003-12-31,0.4769,476900
APS,2002,2002-12-31,0.4012,401200
APS,2001,2001-12-31,0.3997,399700
