 TICKER,DATE,DATE FORMATTED,SHARES MLN,SHARES
MA,2019,2019-12-31,1013.0000,1013000000
MA,2018,2018-12-31,1038.0000,1038000000
MA,2017,2017-12-31,1063.0000,1063000000
MA,2016,2016-12-31,1090.0000,1090000000
MA,2015,2015-12-31,1124.0000,1124000000
MA,2014,2014-12-31,1157.0000,1157000000
MA,2013,2013-12-31,1210.0000,1210000000
MA,2012,2012-12-31,1250.0000,1250000000
MA,2011,2011-12-31,1270.0000,1270000000
MA,2010,2010-12-31,1300.0000,1300000000
MA,2009,2009-12-31,1300.0000,1300000000
MA,2008,2008-12-31,1296.3600,1296360000
MA,2007,2007-12-31,1314.2600,1314260000
MA,2006,2006-12-31,1358.4700,1358470000
MA,2005,2005-12-31,1000.0000,1000000000
MA,2004,2004-12-31,1000.0000,1000000000
MA,2003,2003-12-31,804.2568,804256800
MA,2002,2002-12-31,1000.9200,1000920000
HD,2022,2022-12-31,1023.0000,1023000000
HD,2021,2021-12-31,1053.0000,1053000000
HD,2020,2020-12-31,1078.0000,1078000000
HD,2019,2019-12-31,1094.0000,1094000000
HD,2018,2018-12-31,1141.0000,1141000000
HD,2017,2017-12-31,1174.0000,1174000000
HD,2016,2016-12-31,1229.0000,1229000000
HD,2015,2015-12-31,1274.0000,1274000000
HD,2014,2014-12-31,1334.0000,1334000000
HD,2013,2013-12-31,1417.0000,1417000000
HD,2012,2012-12-31,1498.0000,1498000000
HD,2011,2011-12-31,1548.0000,1548000000
HD,2010,2010-12-31,1646.0000,1646000000
HD,2009,2009-12-31,1693.0000,1693000000
HD,2008,2008-12-31,1687.0000,1687000000
HD,2007,2007-12-31,1815.0000,1815000000
HD,2006,2006-12-31,2050.0000,2050000000
HD,2005,2005-12-31,2138.0000,2138000000
HD,2004,2004-12-31,2199.0000,2199000000
HD,2003,2003-12-31,2287.0000,2287000000
HD,2002,2002-12-31,2343.0000,2343000000
HD,2001,2001-12-31,2352.0000,2352000000
